Supplier Invoice,Supplier Invoice Total Amount ,Invoice Date,Status,Accounting Date for Supplier Invoice,Supplier Name,Payment Status,Beginning Payment Date,Payment Amount,Discount Taken,Payment Type,CF CCD LRV Payment Reconciliation Status SID,Bank Cleared Date,Invoice Amount,Due Date,Purchase Orders,Extended Amount,Cost Center
SI-00637951,5499.92,10/6/2023,Approved,10/6/2023,JBK HOTELS LLC,Paid,11/3/2023,5499.92,0,ACH,Reconciled,11/6/2023,5499.92,11/5/2023,PO-00131634,5499.92,CDBG Administration
SI-00645373,10213.16,10/9/2023,Approved,10/9/2023,SAFEWARE INC,Paid,11/8/2023,10213.16,0,ACH,Reconciled,11/9/2023,10213.16,11/8/2023,PO-00136239,10213.16,CDBG Administration
SI-00674682,3025,10/9/2023,Approved,10/9/2023,COLORADO VILLAGE COLLABORATIVE,Paid,11/8/2023,3025,0,ACH,Reconciled,11/9/2023,3025,11/8/2023,PO-00106768,3025,CDBG Administration
SI-00683906,140994.63,10/10/2023,Approved,10/10/2023,JBK HOTELS LLC,Paid,11/9/2023,140994.63,0,ACH,Reconciled,11/10/2023,140994.63,11/9/2023,PO-00153371,140994.63,CDBG Administration
SI-00632557,21866.91,10/10/2023,Approved,10/10/2023,JBK HOTELS LLC,Paid,11/9/2023,21866.91,0,ACH,Reconciled,11/10/2023,21866.91,11/9/2023,PO-00128511,21866.91,Real Estate Management
SI-00654022,3125.37,10/10/2023,Approved,10/10/2023,JBK HOTELS LLC,Paid,10/16/2023,3125.37,0,ACH,Reconciled,10/17/2023,3125.37,10/10/2023,PO-00153371,3125.37,CDBG Administration
SI-00650212,23819,10/11/2023,Approved,10/11/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,11/9/2023,23819,0,ACH,Reconciled,11/10/2023,23819,11/10/2023,PO-00173905,23819,CDBG Administration
SI-00652897,38375.7,10/12/2023,Approved,10/12/2023,JBK HOTELS LLC,Paid,11/9/2023,38375.7,0,ACH,Reconciled,11/10/2023,38375.7,11/11/2023,PO-00153371,38375.7,CDBG Administration
SI-00697070,471.88,10/13/2023,Approved,11/1/2023,THE GATHERING PLACE,Paid,11/15/2023,471.88,0,Check,Reconciled,12/11/2023,471.88,11/12/2023,PO-00104929,471.88,CDBG Administration
SI-00667360,900.11,10/13/2023,Approved,10/13/2023,LAND TITLE GUARANTEE CO,Paid,11/13/2023,900.11,0,ACH,Reconciled,11/14/2023,900.11,11/12/2023,PO-00105564,900.11,CDBG Administration
SI-00626503,9535.94,10/13/2023,Approved,10/13/2023,B2B SOLUTIONS LLC,Paid,11/13/2023,9535.94,0,ACH,Reconciled,11/14/2023,9535.94,11/12/2023,PO-00140078,1878.6,CDBG Administration
SI-00682701,530.1,10/13/2023,Approved,10/13/2023,LAND TITLE GUARANTEE CO,Paid,11/13/2023,530.1,0,ACH,Reconciled,11/14/2023,530.1,11/12/2023,,530.1,CDBG Administration
SI-00620737,34459.38,10/13/2023,Approved,10/13/2023,SAINT FRANCIS CENTER,Paid,11/13/2023,34459.38,0,ACH,Reconciled,11/14/2023,34459.38,11/12/2023,PO-00153135,34459.38,CDBG Administration
SI-00602332,20898,10/13/2023,Approved,10/13/2023,THE DELORES PROJECT,Paid,11/13/2023,20898,0,Check,Reconciled,11/24/2023,20898,11/12/2023,PO-00193398,20898,CDBG Administration
SI-00619233,133257,10/13/2023,Approved,10/13/2023,THE DELORES PROJECT,Paid,11/13/2023,133257,0,Check,Reconciled,11/24/2023,133257,11/12/2023,PO-00193398,133257,CDBG Administration
SI-00681056,12921.25,10/15/2023,Approved,12/1/2023,US MOTELS DENVER NORTH INC,Paid,12/20/2023,12921.25,0,ACH,Reconciled,12/21/2023,12921.25,11/14/2023,,3331.35,CDBG Administration
SI-00630694,14779.79,10/15/2023,Approved,11/1/2023,THE GATHERING PLACE,Paid,11/15/2023,14779.79,0,Check,Reconciled,12/11/2023,14779.79,11/14/2023,PO-00104929,14779.79,CDBG Administration
SI-00678157,15061.39,10/16/2023,Approved,11/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,11/15/2023,15061.39,0,ACH,Reconciled,11/16/2023,15061.39,11/15/2023,PO-00198057,15061.39,CDBG Administration
SI-00675185,93295.53,10/16/2023,Approved,10/16/2023,HANDPRINT ARCHITECTURE INC,Paid,11/15/2023,93295.53,0,ACH,Reconciled,11/16/2023,93295.53,11/15/2023,PO-00128621,93295.53,CDBG Administration
SI-00693837,84310.58,10/16/2023,Approved,10/16/2023,HANDPRINT ARCHITECTURE INC,Paid,11/15/2023,84310.58,0,ACH,Reconciled,11/16/2023,84310.58,11/15/2023,PO-00128621,84310.58,CDBG Administration
SI-00631605,14071.06,10/16/2023,Approved,10/16/2023,HANDPRINT ARCHITECTURE INC,Paid,11/15/2023,14071.06,0,ACH,Reconciled,11/16/2023,14071.06,11/15/2023,PO-00141571,14071.06,CDBG Administration
SI-00646170,6125.62,10/16/2023,Approved,10/16/2023,OAK ENVIRONMENTAL LLC,Paid,11/15/2023,6125.62,0,ACH,Reconciled,11/16/2023,6125.62,11/15/2023,PO-00140491,6125.62,CDBG Administration
SI-00626126,15475.67,10/16/2023,Approved,10/16/2023,B2B SOLUTIONS LLC,Paid,11/15/2023,15475.67,0,ACH,Reconciled,11/16/2023,15475.67,11/15/2023,PO-00128507,15475.67,CDBG Administration
SI-00694329,71250,10/17/2023,Approved,11/1/2023,OZ ARCHITECTURE INC,Paid,11/16/2023,71250,0,ACH,Reconciled,11/17/2023,71250,11/16/2023,PO-00152802,71250,CDBG Administration
SI-00648202,9846.68,10/17/2023,Approved,10/17/2023,DRY BOX INC,Paid,11/16/2023,9846.68,0,Check,Reconciled,11/22/2023,9846.68,11/16/2023,169385,9846.68,CDBG Administration
SI-00603265,14831,10/17/2023,Approved,10/17/2023,HANDPRINT ARCHITECTURE INC,Paid,11/16/2023,14831,0,ACH,Reconciled,11/17/2023,14831,11/16/2023,PO-00141571,14831,CDBG Administration
SI-00684833,73625,10/17/2023,Approved,10/17/2023,OZ ARCHITECTURE INC,Paid,11/2/2023,73625,0,ACH,Reconciled,11/3/2023,73625,10/17/2023,PO-00152802,73625,CDBG Administration
SI-00607457,38251.27,10/18/2023,Approved,11/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,11/20/2023,38251.27,0,ACH,Reconciled,11/21/2023,38251.27,11/17/2023,PO-00152675,38251.27,CDBG Administration
SI-00617853,99490,10/18/2023,Approved,11/1/2023,JBK HOTELS LLC,Paid,11/20/2023,99490,0,ACH,Reconciled,11/21/2023,99490,11/17/2023,PO-00153371,99490,Real Estate Management
SI-00621392,28560.25,10/18/2023,Approved,11/1/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,28560.25,0,ACH,Reconciled,11/21/2023,28560.25,11/17/2023,PO-00102444,28560.25,CDBG Administration
SI-00609243,196246,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,196246,0,ACH,Reconciled,11/21/2023,196246,11/17/2023,PO-00102444,196246,CDBG Administration
SI-00678214,270572.72,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,270572.72,0,ACH,Reconciled,11/21/2023,270572.72,11/17/2023,PO-00102444,270572.72,CDBG Administration
SI-00618897,57958.89,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,57958.89,0,ACH,Reconciled,11/21/2023,57958.89,11/17/2023,PO-00102444,57958.89,CDBG Administration
SI-00614605,10706.59,10/18/2023,Approved,10/18/2023,DRY BOX INC,Paid,11/20/2023,10706.59,0,Check,Reconciled,11/28/2023,10706.59,11/17/2023,,10706.59,CDBG Administration
SI-00663215,70717.21,10/18/2023,Approved,10/18/2023,NEWMARK PARTNERS LP,Paid,11/20/2023,70717.21,0,ACH,Reconciled,11/21/2023,70717.21,11/17/2023,PO-00103605,70717.21,CDBG Administration
SI-00685235,33813.86,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,33813.86,0,ACH,Reconciled,11/21/2023,33813.86,11/17/2023,PO-00164279,9282.86,CDBG Administration
SI-00685235,33813.86,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,,,,Reconciled,11/21/2023,33813.86,11/17/2023,PO-00164279,24531,CDBG Administration
SI-00602216,36091.38,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,36091.38,0,ACH,Reconciled,11/21/2023,36091.38,11/17/2023,PO-00164279,11560.38,CDBG Administration
SI-00602216,36091.38,10/18/2023,Approved,10/18/2023,US MOTELS DENVER NORTH INC,Paid,11/20/2023,,,,Reconciled,11/21/2023,36091.38,11/17/2023,PO-00164279,24531,CDBG Administration
SI-00608174,238950.55,10/18/2023,Approved,10/18/2023,BUSCO INC,Paid,11/20/2023,238950.55,0,ACH,Reconciled,11/21/2023,238950.55,11/17/2023,PO-00120415,238950.55,CDBG Administration
SI-00663763,33289.36,10/18/2023,Approved,10/18/2023,BUSCO INC,Paid,11/20/2023,33289.36,0,ACH,Reconciled,11/21/2023,33289.36,11/17/2023,PO-00139256,33289.36,CDBG Administration
SI-00677108,923186.82,10/19/2023,Approved,10/19/2023,NEWMARK PARTNERS LP,Paid,10/31/2023,923186.82,0,ACH,Reconciled,11/1/2023,923186.82,10/19/2023,PO-00128692,923186.82,Early Intervention Team
SI-00644370,104933.97,10/20/2023,Approved,11/1/2023,JBK HOTELS LLC,Paid,11/16/2023,104933.97,0,ACH,Reconciled,11/17/2023,104933.97,11/16/2023,PO-00153371,104933.97,CDBG Administration
SI-00662592,19397.51,10/20/2023,Approved,11/1/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,19397.51,0,ACH,Reconciled,11/21/2023,19397.51,11/19/2023,PO-00128621,19397.51,CDBG Administration
SI-00608321,49183.84,10/20/2023,Approved,11/1/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,49183.84,0,ACH,Reconciled,11/21/2023,49183.84,11/19/2023,PO-00128621,49183.84,CDBG Administration
SI-00687935,30153.45,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,30153.45,0,ACH,Reconciled,11/21/2023,30153.45,11/19/2023,PO-00128621,30153.45,CDBG Administration
SI-00653997,38112.95,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,38112.95,0,ACH,Reconciled,11/21/2023,38112.95,11/19/2023,PO-00128621,38112.95,CDBG Administration
SI-00682617,84337.26,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,84337.26,0,ACH,Reconciled,11/21/2023,84337.26,11/19/2023,PO-00128621,84337.26,CDBG Administration
SI-00672413,139663,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,139663,0,ACH,Reconciled,11/21/2023,139663,11/19/2023,PO-00128621,139663,CDBG Administration
SI-00600392,13015.52,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,13015.52,0,ACH,Reconciled,11/21/2023,13015.52,11/19/2023,PO-00128621,13015.52,CDBG Administration
SI-00622801,20481.33,10/20/2023,Approved,10/20/2023,HANDPRINT ARCHITECTURE INC,Paid,11/20/2023,20481.33,0,ACH,Reconciled,11/21/2023,20481.33,11/19/2023,PO-00128621,20481.33,CDBG Administration
SI-00609468,455400,10/23/2023,Approved,10/23/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,11/6/2023,455400,0,ACH,Reconciled,11/7/2023,455400,10/23/2023,PO-00186453,455400,CDBG Administration
SI-00695269,251840.18,10/24/2023,Approved,10/24/2023,US MOTELS DENVER NORTH INC,Paid,11/24/2023,251840.18,0,ACH,Reconciled,11/27/2023,251840.18,11/23/2023,PO-00179385,251840.18,CDBG Administration
SI-00616318,10785.42,10/25/2023,Approved,10/25/2023,FACILITY SOLUTIONS GROUP FSG,Paid,11/1/2023,10785.42,0,ACH,Reconciled,11/2/2023,10785.42,10/25/2023,PO-00191637,10785.42,CDBG Administration
SI-00604848,2258.99,10/26/2023,Approved,10/26/2023,OAK ENVIRONMENTAL LLC,Paid,11/24/2023,2258.99,0,ACH,Reconciled,11/27/2023,2258.99,11/25/2023,PO-00131841,2258.99,CDBG Administration
SI-00667399,99481.94,10/27/2023,Approved,11/1/2023,JBK HOTELS LLC,Paid,11/24/2023,99481.94,0,ACH,Reconciled,11/27/2023,99481.94,11/26/2023,PO-00153371,99481.94,CDBG Administration
SI-00635281,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,275,0,Check,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,50,CDBG Administration
SI-00635281,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,100,CDBG Administration
SI-00635281,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,125,CDBG Administration
SI-00620244,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,275,0,Check,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,50,CDBG Administration
SI-00620244,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,100,CDBG Administration
SI-00620244,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,125,CDBG Administration
SI-00602237,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,275,0,Check,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,50,CDBG Administration
SI-00602237,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,100,CDBG Administration
SI-00602237,275,10/30/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/13/2023,,,,Reconciled,12/19/2023,275,11/29/2023,PO-00105635,125,CDBG Administration
SI-00660741,240882.71,10/30/2023,Approved,11/1/2023,US MOTELS DENVER NORTH INC,Paid,11/29/2023,240882.71,0,ACH,Reconciled,11/30/2023,240882.71,11/29/2023,PO-00163466,240882.71,CDBG Administration
SI-00657963,559434.2,10/30/2023,Approved,11/1/2023,US MOTELS DENVER NORTH INC,Paid,11/29/2023,559434.2,0,ACH,Reconciled,11/30/2023,559434.2,11/29/2023,PO-00163466,559434.2,CDBG Administration
SI-00617740,7526.1,10/31/2023,Approved,11/1/2023,SAFEWARE INC,Paid,11/30/2023,7526.1,0,ACH,Reconciled,12/1/2023,7526.1,11/30/2023,PO-00100636,7526.1,CDBG Administration
SI-00606498,52378.95,11/1/2023,Approved,11/1/2023,SENIOR SUPPORT SERVICES,Paid,11/27/2023,52378.95,0,Check,Reconciled,12/4/2023,52378.95,11/1/2023,PO-00181155,52378.95,Early Intervention Team
SI-00684483,13974,11/1/2023,Approved,11/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/1/2023,13974,0,ACH,Reconciled,12/4/2023,13974,12/1/2023,PO-00141571,13974,CDBG Administration
SI-00687877,11984.63,11/1/2023,Approved,11/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,11/15/2023,11984.63,0,ACH,Reconciled,11/16/2023,11984.63,11/1/2023,PO-00139804,11984.63,CDBG Administration
SI-00669626,27621.48,11/1/2023,Approved,11/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,11/15/2023,27621.48,0,ACH,Reconciled,11/16/2023,27621.48,11/1/2023,PO-00139804,27621.48,CDBG Administration
SI-00649907,37972.61,11/2/2023,Approved,11/2/2023,HANDPRINT ARCHITECTURE INC,Paid,12/4/2023,37972.61,0,ACH,Reconciled,12/5/2023,37972.61,12/2/2023,PO-00128621,37972.61,CDBG Administration
SI-00635639,713273.76,11/2/2023,Approved,11/2/2023,SECURITAS SECURITY SERVICES USA INC,Paid,11/29/2023,713273.76,0,ACH,Reconciled,11/30/2023,713273.76,11/29/2023,PO-00199489,16912.39,CDBG Administration
SI-00635639,713273.76,11/2/2023,Approved,11/2/2023,SECURITAS SECURITY SERVICES USA INC,Paid,11/29/2023,,,,Reconciled,11/30/2023,713273.76,11/29/2023,PO-00199489,696361.37,CDBG Administration
SI-00698269,377422.56,11/2/2023,Approved,11/2/2023,US MOTELS DENVER NORTH INC,Paid,11/29/2023,377422.56,0,ACH,Reconciled,11/30/2023,377422.56,11/29/2023,PO-00179385,377422.56,CDBG Administration
SI-00655960,153116.93,11/3/2023,Approved,11/3/2023,HANDPRINT ARCHITECTURE INC,Paid,12/1/2023,153116.93,0,ACH,Reconciled,12/4/2023,153116.93,12/3/2023,PO-00128621,153116.93,CDBG Administration
SI-00643940,84860.06,11/3/2023,Approved,11/3/2023,HANDPRINT ARCHITECTURE INC,Paid,12/1/2023,84860.06,0,ACH,Reconciled,12/4/2023,84860.06,12/3/2023,PO-00128621,84860.06,CDBG Administration
SI-00675022,65000.73,11/3/2023,Approved,11/3/2023,HANDPRINT ARCHITECTURE INC,Paid,12/1/2023,65000.73,0,ACH,Reconciled,12/4/2023,65000.73,12/3/2023,PO-00128621,65000.73,CDBG Administration
SI-00647498,58492.95,11/6/2023,Approved,1/1/2024,JBK HOTELS LLC,Paid,1/10/2024,58492.95,0,ACH,Reconciled,1/11/2024,58492.95,12/6/2023,PO-00153371,58492.95,CDBG Administration
SI-00646319,54966.96,11/6/2023,Approved,11/6/2023,JBK HOTELS LLC,Paid,12/6/2023,54966.96,0,ACH,Reconciled,12/7/2023,54966.96,12/6/2023,PO-00153371,54966.96,CDBG Administration
SI-00663264,104023.93,11/6/2023,Approved,11/6/2023,JBK HOTELS LLC,Paid,12/6/2023,104023.93,0,ACH,Reconciled,12/7/2023,104023.93,12/6/2023,PO-00153371,104023.93,CDBG Administration
SI-00638101,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,275,0,Check,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,50,CDBG Administration
SI-00638101,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,,,,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,100,CDBG Administration
SI-00638101,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,,,,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,125,CDBG Administration
SI-00611258,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,275,0,Check,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,50,CDBG Administration
SI-00611258,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,,,,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,100,CDBG Administration
SI-00611258,275,11/6/2023,Approved,11/6/2023,DENVER RESCUE MISSION,Paid,11/9/2023,,,,Reconciled,11/16/2023,275,11/8/2023,PO-00105635,125,CDBG Administration
SI-00644368,15000,11/7/2023,Approved,11/7/2023,JBK HOTELS LLC,Paid,12/7/2023,15000,0,ACH,Reconciled,12/8/2023,15000,12/7/2023,PO-00128511,15000,Real Estate Management
SI-00672191,4452.56,11/7/2023,Approved,11/7/2023,NEWMARK PARTNERS LP,Paid,12/7/2023,4452.56,0,ACH,Reconciled,12/8/2023,4452.56,12/7/2023,PO-00193031,4452.56,CDBG Administration
SI-00617911,3726.32,11/7/2023,Approved,11/7/2023,JBK HOTELS LLC,Paid,12/7/2023,3726.32,0,ACH,Reconciled,12/8/2023,3726.32,12/7/2023,PO-00131634,3726.32,CDBG Administration
SI-00637510,1346.7,11/7/2023,Approved,11/7/2023,JBK HOTELS LLC,Paid,12/7/2023,1346.7,0,ACH,Reconciled,12/8/2023,1346.7,12/7/2023,PO-00128511,1346.7,Real Estate Management
SI-00639458,6313,11/7/2023,Approved,11/7/2023,BOB BARKER COMPANY INC,Paid,12/7/2023,6313,0,ACH,Reconciled,12/8/2023,6313,12/7/2023,PO-00100089,6313,CDBG Administration
SI-00697943,3552.65,11/8/2023,Approved,11/8/2023,SAFEWARE INC,Paid,12/8/2023,3552.65,0,ACH,Reconciled,12/11/2023,3552.65,12/8/2023,PO-00131332,3552.65,CDBG Administration
SI-00697870,600,11/9/2023,Approved,12/1/2023,DENVER RESCUE MISSION,Paid,12/22/2023,600,0,Check,Reconciled,1/2/2024,600,12/9/2023,PO-00105635,600,CDBG Administration
SI-00696589,309346.5,11/9/2023,Approved,11/9/2023,FCI CONSTRUCTORS INC,Paid,12/8/2023,278411.85,0,ACH,Reconciled,12/11/2023,309346.5,12/9/2023,PO-00195778,309346.5,Early Intervention Team
SI-00619995,3713.8,11/10/2023,Approved,11/10/2023,SAFEWARE INC,Paid,12/8/2023,3713.8,0,ACH,Reconciled,12/11/2023,3713.8,12/10/2023,PO-00136239,3713.8,CDBG Administration
SI-00686835,7391994.99,11/10/2023,Approved,11/10/2023,ROTH PROPERTY MAINTENANCE LLC,Paid,11/15/2023,7391994.99,0,ACH,Reconciled,11/16/2023,7391994.99,11/10/2023,,7391994.99,Early Intervention Team
SI-00652304,6404.18,11/13/2023,Approved,11/13/2023,SAFEWARE INC,Paid,12/13/2023,6404.18,0,ACH,Reconciled,12/14/2023,6404.18,12/13/2023,PO-00100636,6404.18,CDBG Administration
SI-00685619,8547.35,11/14/2023,Approved,11/14/2023,DRY BOX INC,Paid,12/14/2023,8547.35,0,Check,Reconciled,12/22/2023,8547.35,12/14/2023,PO-00169385,8547.35,CDBG Administration
SI-00618524,6050.73,11/14/2023,Approved,11/14/2023,DRY BOX INC,Paid,12/14/2023,6050.73,0,Check,Reconciled,12/22/2023,6050.73,12/14/2023,,6050.73,CDBG Administration
SI-00643908,536.4,11/14/2023,Approved,11/14/2023,LAND TITLE GUARANTEE CO,Paid,12/14/2023,536.4,0,ACH,Reconciled,12/15/2023,536.4,12/14/2023,PO-00105564,536.4,CDBG Administration
SI-00691370,600.46,11/14/2023,Approved,11/14/2023,OAK ENVIRONMENTAL LLC,Paid,12/14/2023,600.46,0,ACH,Reconciled,12/15/2023,600.46,12/14/2023,PO-00131841,600.46,CDBG Administration
SI-00633672,5369.25,11/15/2023,Approved,12/1/2023,DRY BOX INC,Paid,12/11/2023,5369.25,0,Check,Reconciled,12/22/2023,5369.25,12/8/2023,PO-00165518,5369.25,CDBG Administration
SI-00603088,69809.09,11/15/2023,Approved,12/1/2023,DRY BOX INC,Paid,12/15/2023,69809.09,0,Check,Reconciled,12/22/2023,69809.09,12/15/2023,PO-00122926,69809.09,CDBG Administration
SI-00601001,57526.47,11/15/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/15/2023,57526.47,0,ACH,Reconciled,12/18/2023,57526.47,12/15/2023,PO-00106768,57526.47,CDBG Administration
SI-00674003,16144.37,11/15/2023,Approved,12/1/2023,SAINT FRANCIS CENTER,Paid,12/15/2023,16144.37,0,ACH,Reconciled,12/18/2023,16144.37,12/15/2023,PO-00153135,16144.37,CDBG Administration
SI-00691816,20924.04,11/15/2023,Approved,12/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,12/15/2023,20924.04,0,ACH,Reconciled,12/18/2023,20924.04,12/15/2023,PO-00198057,20924.04,CDBG Administration
SI-00652020,696757.39,11/15/2023,Approved,11/15/2023,SECURITAS SECURITY SERVICES USA INC,Paid,12/15/2023,696757.39,0,ACH,Reconciled,12/18/2023,696757.39,12/15/2023,PO-00199489,696757.39,CDBG Administration
SI-00686419,17552.49,11/15/2023,Approved,11/15/2023,B2B SOLUTIONS LLC,Paid,12/15/2023,17552.49,0,ACH,Reconciled,12/18/2023,17552.49,12/15/2023,PO-00140078,6649.15,CDBG Administration
SI-00659156,19181.05,11/15/2023,Approved,11/15/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/15/2023,19181.05,0,ACH,Reconciled,12/18/2023,19181.05,12/15/2023,PO-00106768,19181.05,CDBG Administration
SI-00615830,5775.63,11/15/2023,Approved,11/15/2023,OAK ENVIRONMENTAL LLC,Paid,12/15/2023,5775.63,0,ACH,Reconciled,12/18/2023,5775.63,12/15/2023,PO-00140491,5775.63,CDBG Administration
SI-00650415,530.1,11/15/2023,Approved,11/15/2023,LAND TITLE GUARANTEE CO,Paid,12/15/2023,530.1,0,ACH,Reconciled,12/18/2023,530.1,12/15/2023,,530.1,CDBG Administration
SI-00651691,12039.32,11/15/2023,Approved,11/15/2023,B2B SOLUTIONS LLC,Paid,12/15/2023,12039.32,0,ACH,Reconciled,12/18/2023,12039.32,12/15/2023,PO-00128507,12039.32,CDBG Administration
SI-00637053,80469.22,11/16/2023,Approved,12/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/15/2023,80469.22,0,ACH,Reconciled,12/18/2023,80469.22,12/16/2023,PO-00128621,80469.22,CDBG Administration
SI-00692803,169531.14,11/16/2023,Approved,12/1/2023,HANDPRINT ARCHITECTURE INC,Paid,12/15/2023,169531.14,0,ACH,Reconciled,12/18/2023,169531.14,12/16/2023,PO-00128621,169531.14,CDBG Administration
SI-00601567,79589.15,11/16/2023,Approved,12/1/2023,BUSCO INC,Paid,12/15/2023,79589.15,0,ACH,Reconciled,12/18/2023,79589.15,12/16/2023,PO-00156759,79589.15,CDBG Administration
SI-00627733,20525.4,11/16/2023,Approved,11/16/2023,BUSCO INC,Paid,12/15/2023,20525.4,0,ACH,Reconciled,12/18/2023,20525.4,12/16/2023,PO-00156759,20525.4,CDBG Administration
SI-00642103,25490.18,11/16/2023,Approved,11/16/2023,HANDPRINT ARCHITECTURE INC,Paid,12/15/2023,25490.18,0,ACH,Reconciled,12/18/2023,25490.18,12/16/2023,PO-00128621,25490.18,CDBG Administration
SI-00638840,32343.96,11/16/2023,Approved,11/16/2023,BUSCO INC,Paid,12/15/2023,32343.96,0,ACH,Reconciled,12/18/2023,32343.96,12/16/2023,PO-00139256,32343.96,CDBG Administration
SI-00693140,182102.58,11/16/2023,Approved,11/16/2023,BUSCO INC,Paid,12/15/2023,182102.58,0,ACH,Reconciled,12/18/2023,182102.58,12/16/2023,PO-00120415,182102.58,CDBG Administration
SI-00664971,20906.25,11/16/2023,Approved,11/16/2023,JACOBS ENGINEERING GROUP INC,Paid,12/15/2023,20906.25,0,ACH,Reconciled,12/18/2023,20906.25,12/16/2023,PO-00168152,20906.25,Treasury Department Administration
SI-00658685,17136,11/16/2023,Approved,11/16/2023,VOLUNTEERS OF AMERICA COLORADO BRANCH,Paid,11/21/2023,17136,0,ACH,Reconciled,11/24/2023,17136,11/21/2023,PO-00127631,17136,CDBG Administration
SI-00650571,48294.4,11/17/2023,Approved,12/1/2023,COLORADO VILLAGE COLLABORATIVE,Paid,12/15/2023,48294.4,0,ACH,Reconciled,12/18/2023,48294.4,12/17/2023,PO-00152675,48294.4,CDBG Administration
SI-00614337,96758.46,11/17/2023,Approved,12/1/2023,BUSCO INC,Paid,12/15/2023,96758.46,0,ACH,Reconciled,12/18/2023,96758.46,12/17/2023,PO-00156759,96758.46,CDBG Administration
SI-00667247,2299.23,11/17/2023,Approved,12/1/2023,DRY BOX INC,Paid,12/15/2023,2299.23,0,Check,Reconciled,12/22/2023,2299.23,12/17/2023,PO-00165518,2299.23,CDBG Administration
SI-00648799,17136,11/17/2023,Approved,11/17/2023,VOLUNTEERS OF AMERICA COLORADO BRANCH,Paid,11/30/2023,17136,0,ACH,Reconciled,12/1/2023,17136,11/30/2023,PO-00127631,17136,CDBG Administration
